session_id,target
94,3.2040686663926243e-06
95,9.65196952180882e-07
96,1.3276752164739407e-06
97,0.047946945343277404
98,9.882061094875162e-06
99,1.0796370307319518e-08
100,0.0007346334454951856
101,2.730519145797211e-07
102,2.510949800364058e-05
103,5.551592541228403e-07
104,5.7723927034948964e-05
105,0.000381858410605732
106,1.5243162047285585e-05
107,3.0897335348163468e-06
108,7.850382474026681e-05
109,3.839868636481358e-07
110,1.4448753502482698e-07
111,2.976908633803128e-07
112,1.4543476730219862e-07
113,6.16158805119313e-06
114,1.869804112466235e-07
115,2.6912535028295038e-08
116,1.428237532481161e-08
117,9.376365602084183e-06
118,6.973975108537256e-07
119,1.4257675793620882e-06
120,0.0009589002545273492
121,1.9729890031853008e-06
122,1.2854877226907238e-05
123,1.317377672357579e-05
124,0.00021540735256977403
125,0.009438043191012734
126,1.0630125866243354e-07
127,3.864199306548409e-07
128,2.793131427668415e-06
129,6.786611675609984e-07
130,0.00012423316166883743
131,1.3882194483495174e-05
132,0.00030717607307301784
133,0.0034338713913780725
134,2.3821816831646482e-05
135,4.800767505806248e-06
136,0.0009898433743155124
137,4.93852393352992e-06
138,0.000707596578072425
139,1.5703646362068613e-05
140,9.924764715333922e-07
141,8.576512130552644e-07
142,2.049788607774134e-05
143,3.198066232562034e-05
144,0.004317381740508877
145,7.774810669525011e-07
146,1.6740675455995778e-05
147,4.8632334872314176e-08
148,0.0055005680861270854
149,8.381273709260894e-06
150,0.002417766214219575
151,8.158378128433826e-09
152,0.009543955016828969
153,4.3766820110109424e-07
154,0.00013709736375220162
155,0.00043727955136431916
156,1.291680711157999e-05
157,7.920640548925066e-07
158,0.009651950620408866
159,7.46861047490187e-06
160,1.2306354654414445e-06
161,0.00532887876662804
162,2.3173699410255413e-05
163,0.0004647462984219956
164,2.315815763630693e-06
165,6.040441756600655e-08
166,0.00010502778290295851
167,0.0007109916547774124
168,8.755172353661247e-06
169,8.030069495241292e-06
170,0.0010906966317148635
171,8.296101813000831e-07
172,0.000783442032221724
173,0.0010818614783291913
174,3.374424750146982e-06
175,0.47567875122613934
176,0.006919057592047943
177,0.0019080910428666512
178,0.0003178741297224134
179,4.957849663738105e-06
180,5.275605929699376e-05
181,2.1451024881363159e-07
182,4.974968893509386e-06
183,3.8433179709248727e-07
184,3.967123127886861e-07
185,0.001243232879810204
186,0.00011331655358286078
187,8.231663115842964e-08
188,1.0201101236749721e-06
189,5.7849219990549345e-05
190,0.009832719702425516
191,1.9266280705514505e-06
192,1.1990910471156078e-06
193,0.005482044668844663
194,1.1272932824266113e-06
195,9.109713495910056e-06
196,7.911802565163596e-06
197,3.564194372126051e-05
198,7.736984685206496e-05
199,0.00010480887788799787
200,1.5113864104714407e-05
201,1.1036584859410452e-05
202,0.007561302509681239
203,1.6912646244562823e-06
204,0.000140507252204363
205,0.0011700959714041118
206,1.2226991250406022e-07
207,0.0002583829950096377
208,0.0019294962059180547
209,2.3453889513586646e-07
210,7.588694807913386e-05
211,3.92068906920138e-05
212,0.000859510353378473
213,1.5505066295655541e-07
214,0.0064047990515763995
215,0.0008908153558847898
216,7.770261617947213e-05
217,0.0025624700982258227
218,0.0004815761952665578
219,0.0003561078435753078
220,4.52755083160888e-06
221,2.914942906598538e-06
222,1.2209349632135398e-07
223,0.023852408621199188
224,8.835129605824233e-05
225,0.0004826020227812153
226,0.00684799246514335
227,0.027116232496957934
228,4.43412576868671e-07
229,2.3557051971689935e-06
230,0.002797173243990386
231,1.295855349870743e-05
232,2.739533134111148e-06
233,5.756858953597064e-07
234,0.00010496312281119423
235,1.165218391696507e-05
236,5.5715409371090253e-05
237,2.7583687244746896e-05
238,1.1948814793301133e-06
239,0.0015215819966859468
240,4.1931504273005804e-06
241,2.2240704022627753e-05
242,1.840197170611504e-06
243,5.243096982521908e-10
244,1.0501995649210505e-06
245,6.348121384295885e-06
246,2.7915930049744052e-06
247,0.004607298889813546
248,0.0004837536885041123
249,5.0854295239852696e-08
250,0.00044130082323165786
251,0.001314494108666758
252,7.692613083460127e-07
253,2.864000663715335e-07
254,3.0242001157494475e-07
255,9.688802180437201e-06
256,4.05080450140767e-09
257,4.480092708631354e-06
258,0.00032107726625249695
259,0.00030326259433026013
260,3.875840098305355e-08
261,7.776319446351642e-06
262,0.000494089569285297
263,2.0328609721957476e-06
264,0.0004502139053784694
265,0.00011217421220594791
266,1.4505089471295182e-08
267,2.4220581866298245e-07
268,3.202501454277997e-05
269,0.0003797243142143753
270,0.003000428794652458
271,4.5363740713028395e-05
272,7.225363925518442e-07
273,6.661358138179782e-06
274,0.008380882749975093
275,0.009463261446066629
276,2.5635494686513573e-06
277,1.2546917280526528e-05
278,0.0001212262141769026
279,7.419496881306941e-08
280,2.977948188295127e-05
281,0.00015951906504436177
282,0.00021224329952262714
283,0.0003964980602699794
284,5.205172095522181e-05
285,1.4457327140961222e-06
286,8.022534336707032e-07
287,0.0010388197129637825
288,2.469930224434001e-08
289,0.0018675606055475987
290,7.414086207384902e-06
291,4.027529722755499e-06
292,6.61814285949014e-07
293,2.30108079202396e-06
294,2.2906392386294183e-06
295,6.831450274321316e-05
296,2.865716499101933e-08
297,1.1259610107727142e-07
298,1.697490021650395e-05
299,3.005449694426265e-06
300,6.651492354234438e-06
301,6.280897971412779e-07
302,1.3948468358041756e-05
303,0.0017280227968137554
304,0.006298986125983932
305,0.007663544671133727
306,2.7583689341364466e-08
307,0.00018746748026094272
308,5.15071211839482e-06
309,0.0008404229810820917
310,2.3683198610761468e-07
311,4.341397161624542e-05
312,5.9752746950764065e-05
313,0.0002424756255250599
314,2.6261284693850297e-07
315,0.0021124852978141226
316,1.7349610792293153e-05
317,2.8245393434126584e-05
318,8.130264954097351e-08
319,4.385566197735998e-05
320,8.367961594929031e-05
321,0.003158562546625688
322,1.0728161402733909e-05
323,5.196465391908851e-06
324,0.00029515958666759577
325,0.0032992624306221146
326,0.0005312895158438759
327,2.8831821100378806e-05
328,0.00023460389641618266
329,1.1641235608518122e-06
330,1.22871216880922e-07
331,0.0005916558291318061
332,2.6489219513494022e-06
333,0.9152087214365242
334,1.2225767243941454e-06
335,1.7406391048890912e-07
336,0.00019379294736642102
337,0.007077427404801328
338,0.0007299261166014782
339,9.798961112342411e-07
340,0.0007198416019617265
341,1.2535810610685608e-05
342,1.0283030848182578e-05
343,0.0006832333090875894
344,0.0001413229507648674
345,0.005251469778647237
346,1.0009416768244387e-05
347,0.918790136326743
348,6.844036112746727e-07
349,2.159483990400687e-06
350,0.026966736062439045
351,2.1332640715825107e-05
352,5.070912104764847e-05
353,0.001145124597337737
354,0.0005284481142772638
355,0.010576394818010978
356,1.081989832406428e-07
357,2.399676824931123e-07
358,1.2102490566849222e-06
359,3.7793986897253334e-05
360,8.050737560208666e-05
361,0.0008967984818567813
362,0.00019223598766182168
363,1.9597502497998144e-06
364,5.468858654546258e-06
365,2.9753296062402178e-08
366,8.393674496935092e-07
367,2.746061879067828e-06
368,4.178212367713615e-06
369,2.8927940333456577e-05
370,0.00011113882574764252
371,1.8627791316460142e-05
372,8.924552746076372e-08
373,3.6944633193287203e-06
374,1.731689735929309e-05
375,2.324995380665321e-08
376,7.029890602681951e-05
377,5.5229815893931805e-05
378,0.0016714437416460476
379,1.0036188004668829e-06
380,0.0001835131778781115
381,3.602894872375231e-08
382,0.009694329300628572
383,7.476774882552023e-06
384,1.3076071640093338e-06
385,0.007674527924799873
386,3.0438743640800667e-07
387,4.9661134459235065e-05
388,1.7893179249976613e-05
389,3.313069088683489e-05
390,8.626763215177629e-08
391,3.889431557223883e-05
392,0.00034983573382563356
393,3.144847871598358e-07
394,6.081128814023367e-07
395,3.2333461611214006e-05
396,1.652513978697393e-05
397,8.351738350458407e-06
398,3.797378720712757e-05
399,1.4407688917245606e-06
400,5.297557849154843e-07
401,2.454335767394396e-06
402,3.1684651893307785e-05
403,0.00026455622576439507
404,0.25561131945587307
405,0.0003828245648875229
406,2.0353501800879843e-05
407,1.9737860252824902e-06
408,2.026274656856448e-05
409,0.00011010654748598124
410,1.2894077196801964e-05
411,7.849035682788845e-05
412,2.3838053382692422e-07
413,1.0461395089500777e-06
414,1.0513242890864447e-06
415,1.245359512888706e-06
416,6.579908630229309e-06
417,0.002331115086487318
418,6.107372058997575e-07
419,9.525698116228487e-07
420,0.00019593806214261193
421,0.0027421492357985033
422,1.8804664802387224e-05
423,1.3575052014357479e-06
424,3.954396891058333e-08
425,2.091467425512051e-06
426,0.5899547284738176
427,0.0010576464392798267
428,6.071638152046955e-10
429,8.787873381706451e-07
430,1.279775617615862e-06
431,1.8669946961919534e-08
432,0.0006690860173765249
433,9.222240004294842e-07
434,0.0007510873460331374
435,1.2059608353108294e-05
436,3.416300708338106e-07
437,7.392902998776475e-07
438,4.855915182104938e-05
439,7.291605145891926e-08
440,5.9420683350365894e-05
441,0.00010171022976514036
442,5.791272962390726e-06
443,6.132772543919205e-08
444,2.009534348034176e-06
445,9.5158103107345e-05
446,0.037317936624457364
447,8.37371053524471e-06
448,9.701230913123744e-05
449,1.1762272488008375e-06
450,1.1438006119539382e-05
451,0.002804420102556637
452,5.59990532622046e-06
453,0.010447610038508644
454,9.291729496616409e-05
455,5.356655734956105e-06
456,0.0005439020339532379
457,1.8205951407420516e-07
458,0.00012677833510159236
459,9.491382613503141e-05
460,1.241402499835431e-06
461,0.00021462919989899794
462,1.3822868158775873e-08
463,4.421823027718535e-08
464,3.426201299264785e-08
465,2.6891630393366486e-05
466,0.00119451026832522
467,0.006766417520753979
468,3.964408513357024e-06
469,5.17885687335651e-08
470,5.865903542226742e-06
471,0.0016661963196339966
472,2.8500853981254843e-05
473,1.5754083185308585e-05
474,1.981927904273185e-08
475,0.022318676744318075
476,1.181567548556744e-05
477,2.0882899752188676e-05
478,0.0014562608317628116
479,0.03315677070847463
480,0.007343596719869516
481,0.0017405598031020526
482,4.484592580927133e-06
483,0.000913657446117125
484,0.0002793684457266666
485,7.279376132535482e-07
486,9.274665268043994e-07
487,6.816669332375772e-05
488,3.2261083491042494e-06
489,0.005690787807415728
490,2.5631175939030965e-05
491,0.0006521363129847619
492,0.004916032302679576
493,1.878113708948018e-05
494,4.492509399881904e-06
495,6.196556248999945e-05
496,0.0006261054325809014
497,7.603558722149936e-07
498,0.00019514908985237514
499,4.575116457746739e-06
500,0.01727406844617432
501,1.2337304433779539e-06
502,0.0011819135683883947
503,0.00048766660340410537
504,0.0005653350947516563
505,0.00014751901330201805
506,9.444698747862549e-06
507,0.0005402445686481383
508,1.4447308164032016e-05
509,1.2423561864982053e-07
510,3.1197817283499262e-06
511,0.00033461208331159593
512,2.390029114128667e-06
513,1.3143246509540843e-06
514,7.63740200493959e-06
515,0.0005276452466116253
516,3.891179914670439e-06
517,3.8883954239933497e-07
518,7.974434259216983e-07
519,4.5113881719418484e-07
520,1.657353265230836e-07
521,0.00025951446398148894
522,0.2383750712828582
523,2.607635661973784e-06
524,0.00018681565214220746
525,0.0001935123603858155
526,2.1878980798994385e-07
527,2.5246704566665558e-05
528,5.546231941259941e-05
529,6.098322877506585e-07
530,9.431754938285983e-07
531,2.1680190525355445e-06
532,0.0025997561795167
533,3.860224267542704e-08
534,0.8888908482460366
535,7.520789544872077e-08
536,0.046357657801836066
537,3.023962120718271e-05
538,6.871749995028347e-05
539,9.289117394274342e-06
540,3.6718467833754407e-07
541,1.8290703725379353e-06
542,4.696232593072099e-05
543,0.00012334744865773553
544,0.003139703466570464
545,0.0016334305849852848
546,1.0538570615170348e-06
547,0.00048778126557487065
548,6.49562032161111e-07
549,0.002338284299131225
550,0.0005164520139387638
551,0.0001559158528197542
552,0.00011320373855289475
553,5.349933109979412e-08
554,5.34473031125555e-09
555,9.630231617162999e-05
556,0.0018591992656600323
557,9.522101224514908e-06
558,0.011849270146986456
559,0.000922755311411443
560,7.47763331082372e-07
561,0.0003990851979740749
562,0.0003296586275799282
563,1.0876999868661285e-05
564,5.606218050871145e-06
565,3.118774109517625e-05
566,3.831820759747972e-05
567,1.928694439334902e-06
568,5.358289076553169e-08
569,7.385188851427356e-06
570,5.6192823387364983e-05
571,8.835828359376108e-08
572,0.08745722718628109
573,4.230549531968411e-06
574,8.2117141864823e-09
575,4.603453826171994e-07
576,0.0003699898611589742
577,0.0008909966931849277
578,2.3435445709752926e-06
579,0.0002742711324334698
580,2.3873670050491942e-05
581,0.0134688116452264
582,0.0012160443341332715
583,9.876040406998653e-05
584,0.33542627798002395
585,7.933197805981993e-05
586,9.384041564179383e-07
587,0.0020240237308707253
588,7.5217017772043e-07
589,0.001320616460580565
590,1.7695821929346137e-05
591,6.512077146631823e-06
592,7.941903789636929e-07
593,1.5491117879338854e-08
594,8.500454330481624e-08
595,1.6496523593981706e-06
596,0.0023318246794587203
597,0.0005742627023018148
598,2.5597739964691953e-05
599,4.82171936891664e-05
600,0.00022259021428359068
601,0.0034042991177477186
602,0.0016542752443460746
603,2.980566096822064e-06
604,7.83037749575643e-05
605,0.0010944295869824432
606,6.612256809415753e-05
607,0.04165025839923337
608,0.0003740470815644917
609,0.0003947027446914114
610,7.600746185754942e-08
611,9.592316101066642e-09
612,0.11097025370015312
613,1.4287226342392226e-06
614,1.747608430355012e-05
615,0.00024555363365275307
616,1.9833837184083154e-05
617,1.4725738706696103e-05
618,7.1554011103580126e-09
619,4.3149415204083187e-08
620,1.14012507746572e-06
621,1.0390863372555325e-06
622,0.1497495897963186
623,0.004218925031175142
624,1.2433375140483308e-06
625,0.35569922999764647
626,0.0010122290629737368
627,1.330856877794061e-06
628,1.6836250759384184e-08
629,0.014319397019990921
630,1.1687386158989708e-06
631,4.548803730590143e-06
632,0.004810288597061602
633,0.0007163934969471559
634,6.395709624389017e-05
635,8.247573406954521e-07
636,1.934085395062344e-05
637,2.5518761200564173e-06
638,4.331098238467938e-06
639,3.0530053546553775e-05
640,2.527696277805338e-05
641,5.62473101786271e-05
642,0.00020136384050144248
643,0.005301800354903051
644,5.627211936906821e-06
645,0.011389359364125844
646,7.594093767434854e-07
647,6.01039792654716e-07
648,2.0627334957004584e-05
649,0.0006699958092655378
650,2.4099824893078225e-06
651,1.1501823737600254e-06
652,0.19124695919514273
653,0.0012399635200244475
654,4.2556239958982135e-06
655,0.0007725261912636499
656,0.014143408975167068
657,0.002300170687764675
658,1.0270523775902772e-05
659,1.9397516110212657e-05
660,0.0009196013273636011
661,0.0007038455349476927
662,1.310511205108411e-06
663,4.517785803637616e-06
664,1.6765410934176464e-05
665,1.939372902617969e-06
666,7.577321535554748e-07
667,6.715327838230173e-07
668,0.016710868663211358
669,1.5583338927242668e-06
670,1.3408481553384043e-06
671,0.00048259820560383207
672,0.13672710994194273
673,0.1804669445061265
674,0.0008401479500214765
675,0.0017860965822876285
676,3.279309423717002e-05
677,2.1236864349544957e-07
678,0.0015621080388175353
679,0.0001278366863624954
680,0.0029779453525663447
681,3.388746133362419e-08
682,6.154501807330254e-06
683,2.8649869439605466e-06
684,8.249825161499512e-05
685,1.4368738446581215e-05
686,8.841660756889923e-06
687,0.004297255552940782
688,5.430793983344845e-05
689,0.0007910902549468991
690,0.00015080883760339598
691,9.22652724366854e-06
692,3.516417854342234e-07
693,0.0016006286334161067
694,0.00034624184306202824
695,1.659178972532562e-05
696,0.00027808093507239706
697,0.0004578968229468897
698,0.0006708524884253551
699,0.00019750920084691886
700,2.878482730593333e-06
701,0.006520115577107554
702,6.626479980999155e-05
703,1.0531233171063313e-05
704,6.991622969509748e-05
705,1.9362144417293317e-08
706,8.902904742728284e-08
707,1.6910865044728023e-08
708,7.341920501588805e-05
709,0.6316607742953009
710,6.966658831707084e-06
711,1.4530785514135208e-06
712,2.0365480373887297e-06
713,0.00016591519379739183
714,9.169974196134118e-05
715,1.746514991322085e-07
716,0.0005098053769883831
717,0.0008737491418950341
718,7.895151961918799e-06
719,4.13196491867063e-08
720,1.3628904742734215e-06
721,2.0138530215969162e-05
722,3.2324702879279033e-06
723,0.0004130543297960432
724,9.064082552863524e-07
725,7.248760416741091e-07
726,1.4093750801054723e-07
727,0.00028546908268843536
728,0.0015844211154002448
729,0.0038119242690145025
730,0.00010119158213461605
731,2.767033874534044e-06
732,3.4022254954222206e-06
733,3.636093924282064e-07
734,0.0010910278151077463
735,0.09664233678485781
736,1.644632643370293e-07
737,9.980162226394286e-06
738,5.768759103809072e-06
739,0.0006033977533234742
740,4.511926910276355e-05
741,2.675654456413581e-06
742,0.0014371376494521197
743,0.010974753794378098
744,1.0088561785085421e-06
745,3.2497968789836633e-06
746,9.592622375610765e-05
747,0.0006696846497337761
748,1.1959989131311906e-07
749,0.0005267952261243182
750,2.2482134332297977e-05
751,3.2117778229644763e-07
752,8.771423888050823e-07
753,7.546637670761038e-07
754,1.7864307542704238e-07
755,3.130597545046431e-08
756,0.00016760074736856616
757,4.8827327405458605e-05
758,4.379969361253027e-06
759,7.5287235992622975e-06
760,1.35663135159284e-06
761,0.0002345203566667344
762,0.00011386455307878452
763,0.004892711516657332
764,3.838677875328282e-06
765,4.236101529102513e-05
766,7.162467973886731e-08
767,2.812247497876046e-06
768,7.004477246586279e-06
769,0.0011705306538416671
770,0.07785300278305315
771,8.448422673551628e-05
772,1.82948651175806e-05
773,3.256420714852734e-06
774,0.00041730170697012276
775,5.550156757401451e-06
776,0.5135951511787885
777,2.460151534785419e-05
778,0.0011934388393170362
779,0.0006758756160671551
780,3.092555225827703e-06
781,0.0009932952067125231
782,0.00013038449283332012
783,3.479107511536393e-05
784,2.0394639157584154e-05
785,1.224787502105127e-06
786,1.1294109404659593e-05
787,6.315460644160375e-08
788,1.641966992503458e-06
789,0.004451291788415962
790,1.5278000387394024e-05
791,0.002177196984612759
792,4.244337879481716e-08
793,2.6249936080075804e-07
794,2.687105723084939e-05
795,3.699615641221167e-06
796,6.734686263491485e-09
797,0.00022116735253075692
798,9.876096446721102e-07
799,2.5595204772785877e-06
800,0.00011589708354540226
801,4.701730684714852e-05
802,0.0050959183459808296
803,2.5722242151106343e-07
804,2.166665917992212e-05
805,2.0076632633237544e-07
806,1.2299259520258877e-07
807,6.541099346490292e-07
808,1.1106667691160536e-05
809,0.11527584798731995
810,0.004284299645542073
811,3.8239179318994154e-05
812,0.0027508146320346307
813,9.803460088407499e-05
814,0.0036426412961091895
815,0.8750812358483857
816,4.159362197577099e-07
817,0.0001737658301720323
818,2.8535805273156385e-05
819,2.1691379456694262e-05
820,0.0009593963806622068
821,6.524071206778945e-05
822,0.00819463774331319
823,0.0004768662927416878
824,3.1515702042453134e-07
825,8.081870098416158e-06
826,3.6597592632659012e-06
827,0.0003680385419746524
828,1.0714698599824923e-05
829,0.000422568177917873
830,5.886156420159414e-07
831,0.0021830471341895853
832,5.514644684117078e-07
833,1.1561111603413552e-08
834,4.303232218470862e-08
835,0.004053093740700428
836,0.012689767613275192
837,4.371638343037566e-05
838,3.668865898212168e-06
839,1.6735305694642145e-06
840,4.944642263899136e-07
841,9.052561500258153e-05
842,0.0002636232150497576
843,0.03191899410219623
844,0.0001498218083877539
845,1.0464609946415531e-07
846,6.561115160212705e-07
847,2.134849341247364e-05
848,2.6173215504568497e-06
849,3.514287005529799e-05
850,1.8060187208136409e-06
851,1.6085207712742682e-06
852,1.4033207555242685e-06
853,0.009350174384779437
854,2.5859806348768085e-08
855,3.6194931076909334e-07
856,6.290483403473583e-08
857,1.3287024280371853e-05
858,0.0006892579361538467
859,0.0012583959639760234
860,0.00022336226750010413
861,0.000380380916714015
862,1.3833188063776542e-05
863,6.989348416444665e-07
864,4.064969085197369e-08
865,3.018488659807452e-05
866,4.443681940167399e-06
867,4.767464729389395e-06
868,9.52075585888491e-05
869,3.2429211548176386e-07
870,2.3356176767670077e-08
871,4.1360550318582385e-06
872,0.0002338483259397077
873,1.7625206621215664e-06
874,1.4012523597481907e-06
875,0.003541322625505908
876,8.861559813744987e-05
877,1.394958017184041e-07
878,1.4763477233563477e-07
879,3.171728614812827e-07
880,6.516271332683225e-05
881,2.1695347916959916e-05
882,1.0878788952085497e-05
883,0.01971309187618943
884,0.013592075442468241
885,0.0012853264587471417
886,4.888169721454036e-05
887,1.2501314197259193e-05
888,7.914507788124177e-09
889,0.0001732026493137595
890,1.7438006323886143e-07
891,4.873969539649335e-09
892,0.001878400685087498
893,1.0598900637062334e-05
894,0.000123359563927143
895,0.0009314274685159294
896,0.001114725557514888
897,0.001420218793656107
898,0.02269850745884796
899,1.8721967789662831e-06
900,0.00046353887612450405
901,5.8611406514357155e-05
902,5.8994116065440805e-05
903,1.7616457612387577e-06
904,5.840623283236024e-07
905,8.138091941688648e-05
906,2.83484967470905e-06
907,0.08887764548922403
908,0.00010851003386177218
909,6.9300379293422746e-06
910,0.00027820084984406154
911,1.874169027794248e-07
912,1.1197471272820118e-05
913,4.176258738708216e-06
914,0.0001195223958311374
915,0.002168435420899076
916,0.0008638295355577724
917,0.00044409979749463635
918,3.766991535019862e-07
919,1.2086178806437552e-06
920,0.0017681419145555383
921,0.0005453857068574349
922,1.5154449167659075e-05
923,0.0016013942575047776
924,1.1789722230282864e-06
925,0.0026040466620457516
926,9.986722138827745e-07
927,5.795252394084302e-07
928,1.8964038486764916e-05
929,0.0001910956997961973
930,0.4972686546005823
931,6.840173006557117e-05
932,1.3406049854529415e-05
933,0.0014152956579923483
934,1.0550567408821847e-06
935,1.698277186726542e-08
936,1.7280866942274585e-05
937,5.144672664808107e-07
938,0.0035825517419697844
939,0.0009051377172049566
940,0.0020453043232169224
941,3.996125687307218e-07
942,0.00043605423206804844
943,0.018015507117783748
944,4.2412388116032773e-07
945,0.000523235230922338
946,6.473939680214595e-06
947,1.045935080830782e-07
948,9.703968641433039e-08
949,5.456078425617249e-07
950,2.897793371587431e-07
951,0.00011701724351536538
952,4.8875722133175064e-05
953,2.0004446748641634e-05
954,0.002734119943664411
955,0.0032536885451753595
956,1.260723016337913e-06
957,9.382450443746544e-07
958,0.00017246476857435248
959,0.0006123197422781887
960,1.8695550778124774e-07
961,5.466230716295419e-06
962,0.0002729357484949722
963,6.466666230235846e-05
964,0.0002453244485836111
965,1.2259770682248707e-05
966,0.0017354482207392807
967,6.824836617975797e-05
968,2.1011135924099032e-06
969,2.8628620068174e-06
970,9.282266636389194e-05
971,0.0007609710814686277
972,7.998106576126893e-08
973,5.477246694758253e-07
974,2.471580736675461e-07
975,1.607990821822464e-07
976,8.824718309990298e-07
977,2.0841750015306032e-05
978,1.6714557553434153e-05
979,0.00023096193594412433
980,2.531421572091552e-05
981,1.9287652749770382e-07
982,3.316158980503405e-06
983,0.00012890359895942707
984,1.3424722023748738e-08
985,0.028992874989095745
986,4.2197200207648714e-05
987,2.9030135408882994e-05
988,3.713046925695682e-05
989,6.715994881878935e-05
990,5.260164197278903e-07
991,0.0016871685978744188
992,2.100126901431741e-06
993,6.756731400755441e-06
994,9.296256375184103e-07
995,1.1178117221101792e-06
996,3.353297598291351e-08
997,1.796746686017957e-05
998,0.0013563476425497757
999,0.00013759710185348123
1000,0.00034466819990767555
1001,1.4244735622716041e-05
1002,0.0036044962897496032
1003,4.1757599473449254e-05
1004,1.9687933680904122e-07
1005,7.359233193380798e-07
1006,0.0027022187787559345
1007,1.4613963488017093e-06
1008,0.13186176799058266
1009,0.0012622035672786222
1010,1.340331619160857e-05
1011,2.8939737243288327e-06
1012,3.133246150303988e-07
1013,7.626274490973963e-06
1014,2.129935175073804e-06
1015,1.0613853719299017e-06
1016,0.0003502918598417111
1017,0.005754506416261611
1018,7.182792718934733e-08
1019,1.4141195199817583e-06
1020,0.0001309014225119256
1021,3.0640133673245405e-08
1022,0.002250052071280914
1023,2.4703385276417e-07
1024,1.982424902713544e-06
1025,0.043045713804777806
1026,0.0011164408924250239
1027,0.0005570378547560856
1028,2.396467237498417e-05
1029,1.0695110646272964e-07
1030,0.0005121613452119745
1031,9.713129653664574e-08
1032,0.000923703831423014
1033,1.0831673016542236e-07
1034,0.00029471744143124855
1035,8.776837948981858e-08
1036,0.011551845356537745
1037,1.9088435155821363e-06
1038,0.007109401024567309
1039,2.690138836438955e-08
1040,0.0013502007985600251
1041,6.105083075203538e-05
1042,0.0045028520788798895
1043,8.292895431121541e-05
1044,1.507263719844519e-05
1045,0.00046021323474441624
1046,5.207555931715576e-06
1047,1.4030596201638544e-08
1048,0.0012728448018603478
1049,1.365484547475869e-05
1050,1.6481931221317904e-07
1051,0.00023040345083312583
1052,0.0012195509274404168
1053,1.5321438985504424e-06
1054,6.077892420117034e-05
1055,0.16119251793468342
1056,1.3413508276093644e-06
1057,0.0008692788837441889
1058,3.7201873356707927e-07
1059,7.982981104400466e-05
1060,0.0004647234016508476
1061,0.011222031593365456
1062,1.679730399158467e-05
1063,8.463438703900254e-06
1064,4.185848878446609e-08
1065,2.601628812056516e-05
1066,7.788106299172139e-07
1067,2.90653864278405e-05
1068,0.0010469677190455514
1069,1.0689102498544153e-06
1070,7.427337213810842e-07
1071,1.4557853648541565e-05
1072,6.092365521377592e-08
1073,0.00010820411778096015
1074,0.008034252302206557
1075,6.985592685885846e-05
1076,2.0329907156701082e-06
1077,6.767854807717713e-07
1078,7.429625169271153e-07
1079,5.1202544682441574e-08
1080,7.518474613829316e-07
1081,7.02083858887321e-06
1082,0.0001823790067207551
1083,2.8647762378692735e-07
1084,1.2173630426684569e-08
1085,5.61562021527162e-05
1086,1.9403309097081704e-06
1087,0.021336926802274718
